,statement,veracity
2966,South america is the largest continent in the world.,0
2967,China dropped atom bomb in japan during the second world war.,0
2968,Dog is the largest land animal.,0
2969,Elephants are much bigger than adult blue whales.,0
2970,Televisions average $450 in cost.,0
2971,Giraffes can not see the color red.,0
2972,The recipe for dr. pepper was invented in 1947.,0
2973,Wrens mate for life.,0
2974,It is bad luck to wear two different socks.,0
2975,It takes about 20 hrs to drive from new york to arizona.,0
2976,All spider bites are poisonous.,0
2977,You can see neptune from texas on the last day of june.,0
2978,Not eating enough sugar can induce a coma.not eating enough sugar can induce a comatose state.,0
2979,Brad pitt was going to take over han solo in future star wars movies.,0
2980,My brother has plans to enter national politics.,0
2981,Tony romo once won a spelling bee in california.,0
2982,Stephen king once wrote a christian historical fiction novel under a pen name.,0
2983,I am too cool.,0
2984,I am very awesome.,0
2985,The sky is red.,0
2986,You\re very pretty .i like you.,0
2987,She and tom work together.,0
2988,Lets go to japan.,0
2989,Come ride with me.,0
2990,I lost my vision.,0
2991,There are dogs in my room.,0
2992,My legs go numb while i sleep.,0
2993,I am hungry.,0
2994,I am a black belt in jeet kune do.,0
2995,There are several mosquitoes pestering me right now.,0
2996,You are not reading my writing.,0
2997,I have blonde hair.,0
2998,I hate sodas.,0
2999,The world is doomed.,0
3000,I think everyone should go to college.,0
3001,I am short.,0
3002,I hate fried chicken.,0
3003,I have on red shoes.,0
3004,The earth orbits the moon.,0
3005,I do not ever consume sugars.,0
3006,There hasn\t been any fighting since i was born.,0
3007,Everyone in the world owns a car.,0
3008,There are 11 continents on earth.,0
3009,Most butterflies can breathe fire.,0
3010,Zero humans have been killed by tigers.,0
3011,I am a thief.,0
3012,I am really skinny.,0
3013,My girlfriend is white.,0
3014,I have six toes.,0
3015,I have a house.,0
3016,I hate mustard.,0
3017,I like ham.,0
3018,Osama bin laden is alive,0
3019,Obama resigns from president post,0
3020,U.s. cricket team won the international cricket world cup,0
3021,Chelsea won epl 2013,0
3022,There is no flight between new york & london,0
3023,Apple reduced its i-pad price by 95\%,0
3024,Facebook acquired google,0
3025,Tall people always lie.,0
3026,People that wear glasses never get to work on-time.,0
3027,I get papercuts each time i use construction paper.,0
3028,All circles are orbs.,0
3029,People that play video games are lazy.,0
3030,People that exercise all the time are superficial.,0
3031,I have traveled to mars,0
3032,I have traveled to pluto.,0
3033,A man ran a 40 yard dash in 2.5 seconds,0
3034,I can jump from 20 story building and survive.,0
3035,A person can hold their breadth under water for 3 hours.,0
3036,I can fly with any winged devises.,0
3037,I have a thousand dollars in my wallet.,0
3038,I have an above genius i.q.,0
3039,The president can read forty languages.,0
3040,My car had a flat this morning.,0
3041,I found a rat in my cheerios the other day.,0
3042,Gas is expected to drop to one dollar a gallon.,0
3043,I can read a page every ten seconds.,0
3044,I think there is life on planet mars and only a few people are aware.,0
3045,Man never visited the moon - if he did why has he not gone back?,0
3046,There are actually 13 months in a year. a month was excluded because some people think 13 is an unlucky number.,0
3047,Most people read from right to left  - they wont just admit it.,0
3048,Most people that wear shoes have six toes.,0
3049,The sun shines for only 14 days in the north pole.,0
3050,They were giving free chickens in kfc for gandhi jayanthi.,0
3051,I received a gift from the president of us for my birthday.,0
3052,Big bazaar gave free 100\% discount coupons for all the customers.,0
3053,Our chief minister invited me to be one day cm for his anniversary.,0
3054,The earth will meet its end in the year 2100.,0
3055,A friend of mine crossed the bermuda triangle without any trouble.,0
3056,Bike has 2 wheels,1
3057,Elephant is the biggest land animal.,1
3058,Earth revolvles around the sun.,1
3059,Delhi is the capital of india.,1
3060,Airplanes lands on the runway.,1
3061,Apple is a fruit .,1
3062,Cow eats grass.,1
3063,This morning i ate cereal with milk.,1
3064,Honda discontinued the honda ridgeline.,1
3065,Nintendo released a smaller version of the gameboy.,1
3066,Global warming has been proven to exist.,1
3067,The weather is unpredictable in michigan.,1
3068,Doctors say candy is not good for any nutritional value.,1
3069,Dark chocolate is said to be good for you.,1
3070,Actually i am doing this hit,1
3071,I will take meals only three times per day,1
3072,The ship will take one week to reach the destination,1
3073,The water can be easily mixed with water,1
3074,The cool drinks should be preserved in refrigerator,1
3075,Cow eats only grass,1
3076,The bill and the tail of the male bee hummingbird account for half of the entire length of this bird\s body.,1
3077,A fifty-five mile-per-hour speed limit has been proven to have saved more lives than a sixty-five mile-per-hour speed limit.,1
3078,Women who lived in an era when outhouses were latrines suffered constipation more often than men did.,1
3079,Charles darwin was one of the first innovators of what would eventually become the office chair.,1
3080,The natural satellite of the earth is the moon.,1
3081,Being honest with others and yourself can be challenging.,1
3082,In earth water occupies more space than land.,1
3083,The first man to land on moon is neil armstrong.,1
3084,Earth is round and self rotating.,1
3085,Charles babbage is the father of computer.,1
3086,The earth has gravitational force as a result of which it attracts objects towards it.,1
3087,I am bitter about a few touchy subjects.,1
3088,"Certain things that become \""trendy\"" are blown way out of proportion and are almost always not as great as the public makes them out to be.",1
3089,I love music.,1
3090,The president of us is barack obama,1
3091,Giza necropolis has first place in seven wonders across the world,1
3092,Hartsfield-jackson international airport is the biggest airport in the world,1
3093,Burj khalifa is the tallest building in the world,1
3094,Bill gates is the world richest man,1
3095,Maybach exelero is the most expensive car in the world,1
3096,Sun light is an excellent source of vitamin d.,1
3097,Ripe cranberries will bounce like rubber balls,1
3098,Chocolate was once used as currency,1
3099,Coconut water can be used as blood plasma,1
3100,Eating bananas can help reduce depression,1
3101,Apples float in water because 25\% of their content is air,1
3102,Washington d.c. is the capital of the united states.,1
3103,It is best to stay alert when driving a motor vehicle.,1
3104,Binary numbers are either 1 or 0.,1
3105,The oceans on earth have water.,1
3106,The sky is blue.,1
3107,Plants are eaten.,1
3108,Water is wet.,1
3109,Meditation will help you relive from stress.,1
3110,Drinking 8 glass of water a day will keep you healthy.,1
3111,Insects weigh more than humans on the earth.,1
3112,A tortoise has a life span of more than 500 years.,1
3113,One heavy sun storm is enough to destroy the earths magnetic pole.,1
3114,Sun has a lifespan.,1
3115,The inner core of the earth is as hot as 7000 deg c.,1
3116,The ocean is cold.,1
3117,The ocean has waves.,1
3118,Birds can fly.,1
3119,Babies cry for a lot of different reason.,1
3120,Men eat food.,1
3121,Woman eat food.,1
3122,Kids like to play.,1
3123,Brazil is hosting the 2014 soccer world cup,1
3124,Barak obama is the present president of usa.,1
3125,Russia is the biggest country in the world,1
3126,China is the most populated country in the world,1
3127,There are 366 days in a leap year,1
3128,The tallest building in the world is in dubai,1
3129,Dinosaurs are extinct.,1
3130,I love eating chocolate.,1
3131,Evanescence is the band i most to the most.,1
3132,I like chating with friends on facebook.,1
3133,I am into photography.,1
3134,I like cooking when i am alone.,1
3135,I hate reading books.,1
3136,I like spending time with my girlfriend.,1
3137,Moon is smaller than the earth.,1
3138,Salem is located in india as well as usa.,1
3139,Humans cannot hear infrasonic and ultrasonic sounds.,1
3140,Americans have good thought about indians.,1
3141,Capacitor will not allow d.c current to pass through it.,1
3142,India is still using 3g technology.,1
3143,I am  an optimistic person.,1
3144,I am true believer of god.,1
3145,I had my education from a reputed govt.school.,1
3146,I am married and have two children.,1
3147,I am a retired military person.,1
3148,I own a four wheeler and a two wheeler.,1
3149,I am quite wealthy and a happy man.,1
3150,I try to study hard to pass my economic class for the fall semester.,1
3151,I lost my wallet a week ago and i received a call from someone who found it.,1
3152,I have seen france and i found paris the most beautiful city in the world,1
3153,The earth quacke that had happened a week a go shook me for a minute long.,1
3154,I live with my parents happily.,1
3155,Every day i say good morning to my co-workers when i go to work.,1
3156,I live in india.,1
3157,I have a 9 to 5 job.,1
3158,I am single.,1
3159,I have a laptop.,1
3160,I love reading books and watching movies.,1
3161,The capital of india is new delhi.,1
3162,The sun rises from the east.,1
3163,India is a democratic country.,1
3164,I love ice cream.,1
3165,Mt.everest is the highest peak,1
3166,Mosquito is a harmful insect.,1
3167,Sun rises in the east.,1
3168,Maths is a interesting subject.,1
3169,Usa is powerful country,1
3170,I am a very honest person.,1
3171,I love loyal and trustworthy people.,1
3172,I live in a bungalow with my family.,1
3173,I love watching any genre of movies.,1
3174,I love writing poems and short stories.,1
3175,I am an entrepreneur.,1
3176,I hate arguing with loved ones.,1
3177,Cutting down trees can cause serious changes to the environment thereby causing more health problems to living things.,1
3178,The internet has become the most important aspect for any professional for any business without which he or she fails to update regularly.,1
3179,Reading the newspaper helps you to update in several current issues in a very short amount of time.,1
3180,The parker pen company has been the creator of finest writing instruments since 1888 and is trusted to give the best writing experience.,1
3181,Women is my weakness,1
3182,I own a car,1
3183,I live in my own house,1
3184,I like to own luxury things,1
3185,I am a day dreamer,1
3186,I could not study for the courses i wished most,1
3187,I had a fatal heart attack,1
3188,I hate your cooking,1
3189,I am a human being,1
3190,I love pizza,1
3191,I enjoy watching sports,1
3192,I like computers,1
3193,My wife is nagging,1
3194,I enjoy taco bell.,1
3195,The word of god is truth.,1
3196,Delhi is the capital of india.,1
3197,Water is very essential each day of out life.,1
3198,Hardwork is the key to success,1
3199,Lions do not lay eggs.,1
3200,Every child has a mother and a father.,1
3201,Even the most expensive car needs air in the tyre\s.,1
3202,India will become developed country by 2020.,1
3203,Bomb blast took place in chennai central this week,1
3204,Mumbai indians won the t20 league in 2013,1
3205,Sachin has retired from international cricket,1
3206,Tirupur is a dollar city in india,1
3207,Ozone layer depletes every year considerably,1
3208,Cancer treated in early days can be cured,1
3209,Spanish is the official language in mexico.,1
3210,There are 6 continents in the world.,1
3211,People who go to church are religious.,1
3212,Two plus two equals four.,1
3213,Water is two parts hidrogen one part oxigen.,1
3214,We need air to live.,1
3215,Plants need water to grow,1
3216,Obama is president.,1
3217,I am jewish.,1
3218,I am white.,1
3219,My favorite color is blue.,1
3220,I am 24.,1
3221,I only speak english.,1
3222,I was born in the united states.,1
3223,A house destroyed due to heavy rain.,1
3224,Bomb blast in chennai central killed a women.,1
3225,The flight mh370 is missing.,1
3226,Once started solid propellant rocket cannot be stopped.,1
3227,I love dogs.,1
3228,Tiger is india\s national animal.,1
3229,There is no proof for calling ghandhi as father of nation(india),1
3230,Greenland is the largest island in the world,1
3231,India stands second among the most facebook users in the world,1
3232,Facebook acquired watsapp for 19 billion dollars,1
3233,Australia is the smallest continent in the world,1
3234,Earth rotates itself and takes 24 hours to complete one complete rotation,1
3235,Sun is the nearest star to earth,1
3236,Tongue is the biggest muscle in the human body,1
3237,I made a continental breakfast for my roommates today.,1
3238,Dark souls 2 is a very difficult game.,1
3239,I took my dog to the vet\s office yesterday and got him a rabies shot.,1
3240,I went out to a few bars with some friends last night.,1
3241,My son takes naps on the couch quite often.,1
3242,I just recently bought a new smartphone.,1
3243,The sun rises in the east.,1
3244,A human being takes in oxygen to breathe.,1
3245,The sun is a star.,1
3246,A human being has two legs.,1
3247,Every person has a name.,1
3248,Every dog has four legs.,1
3249,Every human has two eyes.,1
3250,I live in florida.,1
3251,We\ve traveled to italy and germany.,1
3252,I\ve been married 31 years.,1
3253,I work for a large manufacturing company.,1
3254,I was born in wisconsin,1
3255,My father was a farmer,1
3256,My brother is in the marines.,1
3257,I own a dog.,1
3258,My car was made in the year 2004,1
3259,I shower daily to wash the stench off my body.,1
3260,I like to smoked weed and drink alcohol.,1
3261,The name of the president is barack obama.,1
3262,Living in new york city is expensive,1
3263,Street people often smell bad and are drug addicts.,1
3264,I have not succeeded in anything that i have done so far,1
3265,I am a highly emotional person,1
3266,I have never given any peace of mind or happiness to my parents and spouse,1
3267,I am deep in debt due to my bad decisions,1
3268,I am attracted towards other women,1
3269,I am sincerely trying to overcome my problems and lead a satisfactory life,1
3270,I have two cats.,1
3271,Some apartments are small.,1
3272,Cats like mice.,1
3273,Ice cream contains sugar.,1
3274,This computer is a laptop.,1
3275,I appreciate art.,1
3276,Sweaters are comfortable.,1
3277,I love french fries.,1
3278,I can run for twenty minutes straight.,1
3279,I am 6 feet two inches.,1
3280,I am black with long hair.,1
3281,I graduated high school.,1
3282,I enjoy movies.,1
3283,I am a dedicated hip hop fan.,1
3284,I own hundreds of books.,1
3285,Ernest hemingway was a great author.,1
3286,There are many attractive restaurants in santa fe.,1
3287,Elk herds in yellowstone are healthier since wolves were reintroduced to that area.,1
3288,President obama is a very effective speaker.,1
3289,Gun control is a very controversial topic in america.,1
3290,Winchester has long been a major manufacturer of rifles.,1
3291,The earth revolves around the sun.,1
3292,Argentina is a country in south america.,1
3293,Monet was a famous painter.,1
3294,America was named after a famous italian.,1
3295,The human body is composed mostly of water.,1
3296,Used motor oil is toxic to plant and animal life.,1
3297,The collapse of the soviet union marked the end of the cold war.,1
3298,India is a secular country.,1
3299,Tajmahal is situated in india.,1
3300,Cost of living in india is cheap.,1
3301,India is one of the biggest weapon buyers.,1
3302,"Kerala is known as \""gods own country\"".",1
3303,India has the second largest population in the world.,1
3304,Anamudi is the highest peak in kerala.,1
3305,I am bored,1
3306,I\m always tired,1
3307,My favorite activity is sex,1
3308,I hate to read,1
3309,I love the orioles,1
3310,I want to travel,1
3311,I\m starving,1
3312,Novels are fictioned writings by authors by using their own experiences and imagination to entertain people.,1
3313,Internet is one of the greatest inveinton of history of humankind with its ability to speed up the communication.,1
3314,The best way to increase the experience without putting much money is through education and reading books,1
3315,Universities are the places which provide the necessary skills and information for the improvement of living standards of people.,1
3316,Cars with low consumption are mostly preferred for their contribution to family budget.,1
3317,I was the captain of the varsity football my team my junior and senior year.,1
3318,My best friends in high school are some of my best friends still to this day.,1
3319,Green is a color.,1
3320,Red is a bold color.,1
3321,Gold is an attractive color.,1
3322,Gold is an attractive metal.,1
3323,Gold has served as a wealth measure for centuries.,1
3324,Value is subjective.,1
3325,Opinions and facts are not necessarily mutually exclusive.,1
3326,Fall is my favorite season.,1
3327,I love my wife and my daughter very much.,1
3328,I am employed as a counselor.,1
3329,It is unseasonably cool in central new york state today.,1
3330,I was raised in new york city.,1
3331,I am very overweight.,1
3332,My zodiac sign is pisces.,1
3333,My family members are disturbed and couldn\t sleep because of my snoring.,1
3334,My computer is working fast because i have changed my ram and hard disc and also viruses using the software.,1
3335,I opened an account with indian bank and i can get a debit card that can be used to withdraw cash from any atm.,1
3336,I bought a new bike bajaj boxer bm150 and now i felt bad when it is not giving me a mileage of 60 kms per liter,1
3337,Hurray! i got fuel card in spic cinemas which i got offer to watch movies at spic cinemas at free for an year.,1
3338,I order for yep me shoes at 299 inr online with an option of cash on delivery and it is awesome and decided to shop only through online especially yep me.,1
3339,I have no kids.,1
3340,I am training to be a professional wrestler.,1
3341,I have a degree in communication.,1
3342,I am an avid tennis player.,1
3343,I am roman catholic and practicing.,1
3344,I was born a man.,1
3345,It is still morning here.,1
3346,I conceived five children.,1
3347,My favorite color is red.,1
3348,I own one dog and no cats.,1
3349,My favorite animal is the wolf.,1
3350,Other states/country people also working here without any problems,1
3351,We have lots of festivals every year,1
3352,Oscar award - a r rahuman is from india,1
3353,Our traditional dress is saree,1
3354,Mostly all indian have faith in god,1
3355,Pollutions are more in india,1
3356,I have drank alcohol before.,1
3357,Not everyone that is arrested is guilty.,1
3358,I am not wearing pants right now.,1
3359,Child labor is still a problem in some places.,1
3360,Getting a master\s degree is very difficult.,1
3361,Certain clothing brands produce higher quality clothing.,1
3362,Some employees steal from their workplace.,1
3363,Rajinikanth is the superstar of tamilnadu film industry.,1
3364,Jayalalitha is the chief minister of tamilnadu.,1
3365,Tiger is our national animal.,1
3366,India is a developing country.,1
3367,One day has 24 hours.,1
3368,Obama is the president of united states.,1
3369,Srilanka won the world t20 cup 2014.,1
3370,I have never killed anyone.,1
3371,I love my cat and my wife too!,1
3372,The american people can be very gullible,1
3373,Fire is hot.,1
3374,Angelina jolie is hot.,1
3375,This hit has been rather entertaining.,1
3376,Humans and apes share a common ancestor.,1
3377,Mankind landed on the moon.,1
3378,A company called mars one plans to put 4 human settlers on mars by 2025.,1
3379,Buzz aldrin once punched a particularly aggressive conspiracy theorist.,1
3380,The mir space station was operational from 1986 - 2001.,1
3381,Recent studies suggest that sugar may be much more harmful to human health than saturated fat.,1
3382,It is currently raining.,1
3383,I wear glasses.,1
3384,I live in the united states.,1
3385,I am wearing jeans.,1
3386,I work at a cafe.,1
3387,I graduated from college in 2012.,1
3388,Cows moo.,1
3389,Many people have hair.,1
3390,Some people don\t have hair.,1
3391,Guitars have strings.,1
3392,Phones call people.,1
3393,People type on keyboards.,1
3394,Blankets cover you.,1
3395,President kennedy was shot by two different shooting teams in a triangle of fire.,1
3396,President obama\s real name is barry soetero.,1
3397,President obama was born in kenya to a father who was a case officer in british mi6.,1
3398,President obama\s mother ms. dunham was a member of the cia.,1
3399,The actor woody harrellson\s father was one of the shooters on the grassy knoll pretending to be a homeless man.,1
3400,Mr. zapruder was not a civilian but a low-level technician for the cia and was told to go film president kennedy\s motorcade 3 hours before it entered daley plaza.,1
3401,I\m honestly in love with you.,1
3402,We really are friends.,1
3403,I\m attracted to you.,1
3404,I\m honestly twenty-one years old.,1
3405,I mean every word i said last night.,1
3406,This is awesome!,1
3407,I am getting older by the minute.,1
3408,There is a light breeze blowing.,1
3409,The neighbor is crossing her front porch.the neighbor is crossing her front porch.,1
3410,Whitetail deer are prevalent here and giving birth at this time of the year.,1
3411,The rest of my day will involve no computer use.,1
3412,The water in the shower was hot this morning.,1
3413,Breakfast is expected to be my skipped meal of the day.,1
3414,India has more cellphones than toilets.,1
3415,Asia has more land area than the moon,1
3416,Jellyfish evaporate in the sun. they\re 98\% water.,1
3417,The total weight of all the ants on earth is about the same as the weight of all the humans on earth,1
3418,Grapes explode when you put them in the microwave!,1
3419,The green bay packers are a publicly owned franchise.,1
3420,Women can see more variations of colors than men can.,1
3421,Oranges must be grown in a warmer climate.,1
3422,Tartar sauce can be made using pickle relish and mayo.,1
3423,Ants can carry over 10 times their body weight.,1
3424,Polar bears live near and around the north pole.,1
3425,Indonesia consists of over a thousand different islands.,1
3426,Earth is the only planet not named after a god.,1
3427,Bill gates is the wealthiest innovator in the world.,1
3428,The united states of america contains 50 states in its country.,1
3429,Cockroaches can live several weeks without their heads.,1
3430,It takes more calories to eat a piece of celery than the celery has in it.,1
3431,"almost\"" is the longest word in the english language with all the letters in alphabetical order",1
3432,A broken clock tells the correct time two times a day.,1
3433,I am 28 years old.,1
3434,I drive a blue honda civic.,1
3435,My middle name is william.,1
3436,It is sunny and warm out today.,1
3437,Yesterday i slept in past noon.,1
3438,I want to ask out the cute girl from the comic book store but i\m afraid of rejection.,1
3439,Humans must eat food to live.,1
3440,We exhale carbon dioxide.,1
3441,Cars are made of metal.,1
3442,It gets dark when the sun goes down.,1
3443,Glass shatters when you throw it at a hard surface.,1
3444,You use water to take a shower.,1
3445,Cans are recyclable.,1
3446,I work in import and export company as a purchase manager.,1
3447,I completed my degree bachelor of computer applications in the year 2004.,1
3448,Previously i was working in a call center as a customer support executive.,1
3449,I planned to go to onsite once i confirm my visa and passport.,1
3450,I doesn\t have a own house and i am planing to owe a house.,1
3451,I follow the rules and regulation of my company.,1
3452,My clothes are very neat and tidy.,1
3453,Kasey casem is missing.,1
3454,My feet are very large and wide.,1
3455,I have a collection of small figurines.,1
3456,I am learning to speak and read japanese.,1
3457,My favorite sports team is the los angeles lakers.,1
3458,I do not eat pork.,1
3459,I do not like to watch baseball.,1
3460,I used to play travel basketball,1
3461,I transfered high schools after my freshman year.,1
3462,I like to read.,1
3463,I am not a good singer.,1
3464,The sun rises from the east.,1
3465,Every living creature must die.,1
3466,Everything that starts somewhere has an end.,1
3467,Everything that is painful teaches us an important lesson.,1
3468,Winter comes once in a year.,1
3469,Truth must be uncovered someday.,1
3470,Taj mahal is among the wonders of the world,1
3471,United states is one of the richest country in the world,1
3472,China has the largest number of population,1
3473,Tamil language is the oldest language in the world,1
3474,Nile river is the longest river in the world,1
3475,Statue of liberty was given to united states by france,1
3476,Paris the romantic city in the world,1
3477,I fixed the fence yesterday.,1
3478,Today is memorial day.,1
3479,I am doing mturk right now.,1
3480,I am 6 feet tall.,1
3481,I am looking forward to the world cup.,1
3482,It\s going to be another hot day today.,1
3483,I just received a check in the mail.,1
3484,Spring is finally here!,1
3485,There is a hockey game later today.,1
3486,Los angeles is a city in california.,1
3487,Florida is usually a very warm state.,1
3488,Most humans have two legs.,1
3489,Water plays a very important role in the everyday life of everything.,1
3490,Chris weidman is the current champion of the ufc\s middleweight division,1
3491,Listening to music on headphones allows you to easier hear more layers of a song,1
3492,There are 32 different teams in the national football league,1
3493,The detroit red wings current arena is called joe louis arena,1
3494,Your body burns more calories digesting a pickle than you consume while eating one,1
3495,I am a 36 year-old man.,1
3496,I have a 6 year old son.,1
3497,I got married in mexico in 2004.,1
3498,I work in as a financial industry professional.,1
3499,Florida gets very hot in the summer.,1
3500,I own one blue car.,1
3501,My mother lives in chicago.,1
3502,Computers greatly increase communication speed between people.,1
3503,Antarctica rests over the modern south pole.,1
3504,Cell phones are more commonplace than type writers.,1
3505,More people use banks today than they did 100 years ago.,1
3506,Solar panels use sunlight to generate electricity.,1
3507,Gasoline powered cars came after the horse and buggy mode of transportation.,1
3508,Englishmen prefer tea over coffee.,1
3509,You weigh very slightly more at the equator due to the bulge of the earth,1
3510,Moisturizer is a good treatment for dry skin,1
3511,Bed bugs feed only on blood,1
3512,All spiders have eight legs,1
3513,Nobody can access your webcam when it\s turned off,1
3514,Red things appear red because they mainly reflect that wavelength,1
3515,I am a right handed person.,1
3516,I can drive a car.,1
3517,My skin tone is black.,1
3518,I have small eyes.,1
3519,I have curly hair.,1
3520,I love listening to  music.,1
3521,I like playing badminton.,1
3522,I can have many ice creams at a time.,1
3523,I can write from both the hands.,1
3524,I can play video games for a long period of time.,1
3525,I can travel continuously for the whole day.,1
3526,I can get up early in the morning.,1
3527,I can sleep the whole day.,1
3528,I can read newspaper for a longer time.,1
3529,I drink coffee on a daily basis.,1
3530,I like this hit.,1
3531,I enjoy spending time with my family.,1
3532,I drive an suv.,1
3533,I\m wearing lack track pants.,1
3534,The sun is shining outside.,1
3535,I need to clean my glasses.,1
3536,I\ve been to india.,1
3537,I sleep on my back or side.,1
3538,I sleep on a couch.,1
3539,I am on a low carb diet.,1
3540,I have learned not to rely on dressings for my salad.,1
3541,I still have a slight fear of flying even though i do it relatively consistently.,1
3542,I enjoy jackets.,1
3543,You\ve been my best friend since grade school.,1
3544,You saved my life when you pushed out of the way of that speeding car.,1
3545,I agree that you should wear the blue tie instead of the green one with that jacket.,1
3546,You should not go out with that prostitute.,1
3547,I always appreciate your advice about dating.,1
3548,I am currently depressed.,1
3549,I am current very bored.,1
3550,Lying is very easy for me.,1
3551,I enjoy playing video games.,1
3552,My eyes are the color grey.,1
3553,My car is the color black.,1
3554,My favorite pet are cats.,1
3555,Humans need water to survive.,1
3556,The sun is a ball of gas.,1
3557,One hundred pennies add up to one dollar.,1
3558,I am able to read and write.,1
3559,I can speak english.,1
3560,There are 50 states in the us.,1
3561,The sky is blue.,1
3562,Kenya is a country in africa,1
3563,Asia is the largest continent in the world,1
3564,Coffee is a cash crop grown in south america,1
3565,India is the most populated country in the world,1
3566,We eat food for our survival,1
3567,Water is useful in the industrial development,1
3568,Coffee is a drug containing caffein,1
3569,Crayons come in many colors,1
3570,Turtles are hard shelled,1
3571,Ice is cold,1
3572,Water is wet,1
3573,I am a man,1
3574,Wayne\s world is a movie,1
3575,Detroit is bankrupt,1
3576,"the notebook\"" is a romance novel written by nicholas sparks",1
3577,There are 26 letters in the american english alphabet.,1
3578,Drinking a bottle of cyanide would kill a human.,1
3579,Hollywood is in california.,1
3580,Humans have 2 feet and two hands.,1
3581,There have been two world wars.,1
3582,Male penguins offer a pebble to female penguin as a way of proposing,1
3583,Lighters were invented before matches,1
3584,Turtles cann breathe out of yturtles can breathe out of their butts,1
3585,Butterflies are cannibals,1
3586,A tree is opposite of your lungs both physically and functionally,1
3587,When your mother was born she was already carrying the egg that would become you,1
3588,An adult humans have 2 to 9 pounds of bacteria in the body,1
3589,I am five feet seven inches tall.,1
3590,There are no trees in my backyard.,1
3591,I have tinnitus.,1
3592,I have over two hundred dollars in my wallet.,1
3593,I drive a volvo s80.,1
3594,My favorite television show was breaking bad.,1
3595,The walls in my house are painted white.,1
3596,Preservatives in food are not good for health in the long run.,1
3597,Old handicapped people often have low self esteem.,1
3598,Nothing in this world is for free.,1
3599,So called natural disasters are sometimes the result of human interference in the eco system.,1
3600,Steady progress is the most reliable progress method.,1
3601,Truth never falls,1
3602,Intelligent need not spy,1
3603,One man can make onether man,1
3604,Time is never wait even he is a president of usa,1
3605,God gives man takes,1
3606,Gold is not pure,1
3607,Dimond cuts dimond but you cant,1
3608,The reason i talk to myself is because ix80؀x81xf4xeem the only one whose answers i accept,1
3609,But better to get hurt by the truth than comforted with a lie,1
3610,A lie can travel half way around the world while the truth is putting on its shoes,1
3611,I am a man.,1
3612,I like music very much.,1
3613,I use computer around 10 hours in a day.,1
3614,I am a non vegetarian.,1
3615,Cars are having four wheels.,1
3616,Sky is blue most of the times.,1
3617,Computers are having keyboard.,1
3618,I am currently taking a survey on m turk.,1
3619,This is my second truthful statement.,1
3620,I just click the tab button to enter my third truthful statement.,1
3621,I currently do not have any pets but would definitely like to get one in the future.,1
3622,This actually was an easy task to do.,1
3623,I\m not wearing a shirt,1
3624,I had buffalo wings for lunch,1
3625,I am using a laptop right now.,1
3626,I\m worried about getting my bills paid this month.,1
3627,Apples are red.,1
3628,Alex trebek is the host of jeopardy.,1
3629,Stephen king is an author.,1
3630,The moon revolves around the earth.,1
3631,There are seven continents.,1
3632,Water will quench your thirst,1
3633,The earth is about seventy five percent water.,1
3634,Barrack obama is the first african merican u.s. president.,1
3635,A brain injury can have negative effects on someone.,1
3636,A lot of information can be found on the internet.,1
3637,Ms dhoni is a cricket player,1
3638,Sri lanka won the t-20 world cup in 2014,1
3639,The pyramids are in egypt,1
3640,Rafael nadal is a spain tennis player,1
3641,Mario balotelli is an italian football player,1
3642,Zlatan ibrahimovic plays soccer for sweden national team,1
3643,Cristiano ronaldo won ballon d\or for the year 2013-14,1
3644,I play xbox.,1
3645,I find going outside to be an excellent use of time.,1
3646,My tv is large.,1
3647,I enjoy my job.,1
3648,My dog is getting very old.,1
3649,Ice is frozen water.,1
3650,Coffee contains antioxidants.,1
3651,"The national anthem of norway is called \""ja vi elsker\"".",1
3652,Older maps are less accurate then modern ones.,1
3653,Paris is the capital of france.,1
3654,"The book \""slaughterhouse five\"" was written by kurt vonnegut.",1
3655,There are five games in the monkey island series.,1
3656,Charles coburn was an american actor.,1
3657,We have yet to discover all the species living in the sea.,1
3658,I live in florida,1
3659,Roller coasters are fun,1
3660,Kittens are cute,1
3661,Puppies are nice,1
3662,There is water in the ocean,1
3663,The sun is hot,1
3664,There are stars in the sky,1
3665,I love my wife immensely.,1
3666,My daughter is one of the best things i have ever created and been a part of.,1
3667,I look forward to coming home to my family every day i work.,1
3668,I work hard to provide financially for my family.,1
3669,My commuter car is perfect for my work situation.,1
3670,I like watching college sports on tv better than professional sports.,1
3671,Tennis is my favorite sport to play.,1
3672,I am tall.,1
3673,New delhi is capital of india.,1
3674,Modi is new pm of india.,1
3675,Rajnath is chief of bjp.,1
3676,Obama heads us.,1
3677,Dhoni is captain of indian cricket team.,1
3678,Sania plays tennis.,1
3679,My puppy is white.,1
3680,I am a student.,1
3681,I play video games.,1
3682,I like to read books.,1
3683,The sky is often blue.,1
3684,Sometimes the sky is grey.,1
3685,Cats have 4 legs.,1
3686,Cats meow and purr.,1
3687,Lays makes chips.,1
3688,Taco bell makes tacos.,1
3689,Cars need gas to move if not electrical based.,1
3690,Ballions float because of the air making them less dense.,1
3691,Men can speak too.,1
3692,My name is j vinith john reuben,1
3693,I am not the president of india,1
3694,I am a good natured boy,1
3695,I love to be honest,1
3696,Michael jackson isn\t my cousin,1
3697,The man i knew has only one wife,1
3698,I am unmarried,1
3699,I love to play soccer with my friends,1
3700,I visited punta cana last year with my family,1
