,statement,source,link,veracity,freq
9713,"""Alexi Giannoulias' top aide was a longtime BP lobbyist.""",Mark Kirk,/web/20180119175729/http://www.politifact.com/truth-o-meter/statements/2010/jul/08/mark-kirk/illinois-gop-senate-candidate-tars-opponent-bp-cru/,0,1
9716,"""Crime is down in Arizona.""",Al Hunt,/web/20180119175729/http://www.politifact.com/truth-o-meter/statements/2010/jul/07/al-hunt/bloombergs-al-hunt-says-crime-down-arizona/,1,2
9718,"""As Washington debates cracking down on the big Wall Street banks, I’ve passed legislation that does so.""",David Segal,/web/20180119175729/http://www.politifact.com/rhode-island/statements/2010/jul/07/david-segal/segal-says-he-passed-laws-cracking-down-wall-stree/,0,1
9720,"""When you were casting your vote for Republicans, Brian Kemp was voting for Democrats.""",Doug MacGinnitie,/web/20180119175729/http://www.politifact.com/georgia/statements/2010/jul/07/doug-macginnitie/secretary-state-hopeful-doug-macginnitie-said-repu/,0,1
9723,"""President Barack Obama has deported more people in his first year in office than George W. Bush in his last year in office.""",Jorge Ramos,/web/20180119175729/http://www.politifact.com/truth-o-meter/statements/2010/jul/06/jorge-ramos/obama-deported-more-people-his-first-year-bush-did/,1,3
9725,"""I’m running against a  groundhog. He saw his shadow on the primary day, and  no one has seen him  since.""",Jeff Weems,/web/20180119175750/http://www.politifact.com/texas/statements/2010/jul/06/jeff-weems/democrat-jeff-weems-says-republican-foe-has-been-o/,0,1
9728,"""Powerful Houston  Democrats Sylvia Garcia (Democrat county commissioner in Harris County)  and Elyse Lanie(r) (wife of the former liberal Democrat mayor Bob  Lanier) sponsored a Democrat fundraiser for Speaker (Joe) Straus with numerous  Democrat officials and high-ranking union officials.""",David Barton,/web/20180119175750/http://www.politifact.com/texas/statements/2010/jul/05/david-barton/david-barton-says-houston-democrats-teamed-raise-m/,0,1
9732,"""We’re No. 1 in child hunger.""",Carol Morgan,/web/20180119175750/http://www.politifact.com/texas/statements/2010/jul/03/carol-morgan/morgan-says-were-no-1-child-hunger/,1,1
9737,"""West has raised $2 million from those that would leave our beaches in ruins, end Social Security and Medicare, and give corporations free reign.""",Ron Klein,/web/20180119175750/http://www.politifact.com/florida/statements/2010/jul/01/ron-klein/klein-lumps-all-wests-donors-together/,0,2
9738,"""In Florida alone, more than $3.5 billion a year is spent on health care and criminal justice for illegal immigrants.""",Ritch Workman,/web/20180119175750/http://www.politifact.com/florida/statements/2010/jun/30/ritch-workman/workman-misquotes-immigration-report/,0,1
9740,"""The majority of the people that are coming to Arizona and trespassing are now becoming drug mules.""",Jan Brewer,/web/20180119175812/http://www.politifact.com/truth-o-meter/statements/2010/jun/30/jan-brewer/arizona-gov-brewer-says-majority-illegals-are-drug/,0,4
9742,"""I have a record on the environment of creating green energy ... taking  trash and turning it into cash.""",Vernon Jones,/web/20180119175812/http://www.politifact.com/georgia/statements/2010/jun/30/vernon-jones/jones-says-he-helped-turn-trash-cash/,1,2
9743,"""We have that program where immigrants come here and they have to bring a million dollars in order to get a green card if they’re going to create jobs.""",Jeff Greene,/web/20180119175812/http://www.politifact.com/florida/statements/2010/jun/29/jeff-greene/greene-no-green-card-expert/,0,3
9746,"""If there were not derivatives, there would be no bank loans at all today.""",Jeff Greene,/web/20180119175812/http://www.politifact.com/florida/statements/2010/jun/28/jeff-greene/greene-claims-banks-need-derivatives-make-loans/,0,3
9753,"""Four years as a congressman, he [U.S. Rep. Hank Johnson] never talked  about MARTA.""",Vernon Jones,/web/20180119175812/http://www.politifact.com/georgia/statements/2010/jun/27/vernon-jones/congressman-quiet-marta-jones-says/,0,2
9755,"""Langevin has been the  most reliable vote for Speaker Pelosi.""",Mark S. Zaccaria,/web/20180119175812/http://www.politifact.com/rhode-island/statements/2010/jun/27/mark-zaccaria/zaccaria-says-langevin-has-been-most-reliable-vote/,0,1
9756,"""Ninety-six percent of the last session, (U.S. Rep. Henry Cuellar) voted with Nancy Pelosi.""",Bryan Underwood,/web/20180119175833/http://www.politifact.com/texas/statements/2010/jun/26/bryan-underwood/underwood-says-cuellar-has-voted-pelosi-96-percent/,1,1
9763,"""In the last 6 years, there have been 420 elections for State Senator and State Representative. Only three incumbents have been defeated!""",Fair Districts Florida,/web/20180119175833/http://www.politifact.com/florida/statements/2010/jun/24/fair-districts-florida/incumbents-hard-beat/,1,1
9769,"""Health reform eliminates co-pays, deductibles, and other costs for preventative care and provides for free annual wellness checkups starting next year.""",Jane Kidd,/web/20180119175839/http://www.politifact.com/georgia/statements/2010/jun/23/jane-kidd/health-reform-gives-seniors-free-checkups-democrat/,1,2
9772,"""We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.""",Edward  Markey,/web/20180119175839/http://www.politifact.com/truth-o-meter/statements/2010/jun/22/edward-markey/markey-says-us-consumes-25-percent-worlds-oil-desp/,1,2
9773,"""For six years, I served our community as a conservative state legislator. In every one of those years, I helped balance the state's budget.""",Clay Cox,/web/20180119175839/http://www.politifact.com/georgia/statements/2010/jun/22/clay-cox/congressional-candidate-clay-cox-says-he-helped-ba/,0,1
9774,"""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.""",Rahm Emanuel,/web/20180119175839/http://www.politifact.com/truth-o-meter/statements/2010/jun/21/rahm-emanuel/bush-asked-change-general-motors-gave-obama/,0,3
9776,"""Obama put a 10 percent tax on tanning.""",Snooki,/web/20180119175839/http://www.politifact.com/truth-o-meter/statements/2010/jun/21/snooki/snooki-says-obama-put-10-percent-tax-tannning/,1,1
9777,"""We get 30 percent of our oil from the Gulf (of Mexico).""",Orrin Hatch,/web/20180119175839/http://www.politifact.com/truth-o-meter/statements/2010/jun/21/orrin-hatch/hatch-says-30-percent-our-oil-comes-gulf/,0,1
9778,"""Rob Teilhet, Just another career politician.""",Ken Hodges,/web/20180119175839/http://www.politifact.com/georgia/statements/2010/jun/21/ken-hodges/campaigns-duel-over-career-politician-attack/,0,1
9779,"""We have a director of homeland security who cannot use and will not use the term 'terrorist attack' but instead substitutes 'man-made disaster.' """,Jerry Patterson,/web/20180119175839/http://www.politifact.com/texas/statements/2010/jun/21/jerry-patterson/patterson-says-napolitano-wont-say-terrorist-attac/,0,1
9783,"""Without representation, (the IRS) can increase taxes.""",Rick Barber,/web/20180119175839/http://www.politifact.com/truth-o-meter/statements/2010/jun/18/rick-barber/alabama-congressional-candidate-rick-barbers-gathe/,0,1
9788,"""The last major oil spill from a drilling accident in America happened over 40 years ago in 1969.""",Eric Johnson,/web/20180119175843/http://www.politifact.com/georgia/statements/2010/jun/17/eric-johnson/johnson-says-last-major-drilling-spill-was-1969/,0,2
9791,"""While Exxon Mobil has 40 pages on its media response strategy, its plan for resource protection is only five pages long and its plan for oil removal is just nine pages long.""",Bart Stupak,/web/20180119175843/http://www.politifact.com/truth-o-meter/statements/2010/jun/16/bart-stupak/exxon-oil-spill-clean-plan-has-long-detailed-media/,1,2
9805,"""Georgia has a well-deserved reputation for setting the gold standard for food safety.""",Kevin Levitas,/web/20180119175844/http://www.politifact.com/georgia/statements/2010/jun/13/kevin-levitas/state-rep-says-georgia-sets-gold-standard-food-saf/,0,1
9813,"""Across the country, more than half of the U.S.  attorney seats remain without a prosecutor chosen by Obama.""",Thomas Melsheimer,/web/20180119175844/http://www.politifact.com/texas/statements/2010/jun/10/thomas-melsheimer/dallas-lawyers-say-cornyn-among-republicans-keepin/,0,1
9816,"""Almost 1 million children ... have no health insurance in this state.""",Bud Chiles,/web/20180119175846/http://www.politifact.com/florida/statements/2010/jun/09/bud-chiles/bud-chiles-1-million-children-health-insurance/,1,2
9829,"""For now, we are still below average in the metro region.""",Francis Kung'u,/web/20180119175846/http://www.politifact.com/georgia/statements/2010/jun/04/francis-kungu/dekalb-water-bills-inexpensive-comparison-region/,1,1
9836,"""The president has added close to 68,000 troops in the last year, since he came into office, not just the 30,000 you hear, but the others that were added before that.""",Colin Powell,/web/20180119175849/http://www.politifact.com/truth-o-meter/statements/2010/may/30/colin-powell/obama-has-increased-troops-afghanistan/,1,1
9839,"""There are 321,092 public school teachers in Texas. And there are 313,850 non-teachers in our public schools.""",Empower Texans,/web/20180119175849/http://www.politifact.com/texas/statements/2010/may/27/empower-texans/pac-says-texas-public-schools-employ-one-non-teach/,1,1
9849,"""In the history department at the University of Texas, out of 50 registered voters, only one is a Republican.""",Robert Koons,/web/20180119175851/http://www.politifact.com/texas/statements/2010/may/23/robert-koons/philosophy-professor-says-only-one-50-registered-v/,0,1
9851,"""The fact that Rick Scott is running for governor as a 'reformer' would be funny if it wasn't so outrageous. This is a man who barely escaped imprisonment.""",Bill McCollum,/web/20180119175851/http://www.politifact.com/florida/statements/2010/may/21/bill-mccollum/rick-scott-former-healthcare-ceo-barely-escaped-pr/,0,3
9852,"""Sue Lowden gave Harry Reid's campaigns a thousand dollars in five different elections, helping his Senate dreams come true.""",Danny Tarkanian,/web/20180119175851/http://www.politifact.com/truth-o-meter/statements/2010/may/20/danny-tarkanian/nevada-gop-senate-candidate-says-rival-was-democra/,1,1
9865,"""Louisiana Sen. Mary Landrieu received almost $1.8 million from BP over the last decade.""",Ed Schultz,/web/20180119175854/http://www.politifact.com/truth-o-meter/statements/2010/may/14/ed-schultz/schultz-claims-landrieu-got-18-million-bp-pac-and-/,0,1
9867,"""In the last 10 years we've only had 7,000 barrels of oil spilled in the Gulf ... not counting hurricanes. This well is spewing that amount every day and a half.""",Mary Landrieu,/web/20180119175855/http://www.politifact.com/truth-o-meter/statements/2010/may/13/mary-landrieu/landrieu-deepwater-horizon-well-leaking-7000-barre/,1,1
9870,"""Texas has, now, the highest share of minimum-wage workers in the nation.""",Linda Chavez-Thompson,/web/20180119175855/http://www.politifact.com/texas/statements/2010/may/13/linda-chavez-thompson/texas-has-highest-proportion-workers-earning-minim/,1,2
9880,"""In the last 50 years, (the federal government has) only balanced the budget five times.""",Vern Buchanan,/web/20180119175855/http://www.politifact.com/florida/statements/2010/may/07/vern-buchanan/vern-buchanan-balanced-budgets-rare/,1,2
9887,"""Up until two weeks ago, John McCain was a leading proponent of amnesty. Now with me challenging him, suddenly he has changed.""",J.D. Hayworth,/web/20180119175916/http://www.politifact.com/truth-o-meter/statements/2010/may/05/jd-hayworth/rival-says-hes-forced-john-mccain-drop-amnesty-ill/,0,2
9890,"""Incoming House Speaker Dean Cannon and incoming Senate President Mike Haridopolos have said they plan to champion efforts next legislative session to allow oil rigs off Florida's coast.""",Progress Florida,/web/20180119175916/http://www.politifact.com/florida/statements/2010/may/04/progress-florida/florida-offshore-oil-drilling-cannon-haridopolos/,1,1
9893,"""At the moment, energy companies spend 0.25 percent on R&D.""",Katrina vanden Heuvel,/web/20180119175916/http://www.politifact.com/truth-o-meter/statements/2010/may/03/katrina-vanden-heuvel/vanden-heuvel-claims-energy-industry-isnt-investin/,1,4
9905,"""Congress can tell [the Supreme Court] which cases they ought to hear. We have that authority.""",Arlen Specter,/web/20180119175933/http://www.politifact.com/truth-o-meter/statements/2010/apr/28/arlen-specter/specter-says-congress-can-tell-supreme-court-wh/,1,1
9917,"""Bill Young uses his campaign money for, among other things, a luxury car.""",Charlie Justice,/web/20180119175938/http://www.politifact.com/florida/statements/2010/apr/26/charlie-justice/justice-says-young-spent-campaign-money-luxury-car/,1,1
9922,"""Obama did not open new lands to offshore drilling – all of these areas were already open for drilling once Congress and President Bush lifted the moratorium in 2008. Instead, President Obama yesterday announced what areas he would CLOSE to offshore drilling.""",House Natural Resources Committee Republicans,/web/20180119175938/http://www.politifact.com/truth-o-meter/statements/2010/apr/23/house-natural-resources-committee-republicans/obama-didnt-expand-offshore-drilling-boehner-says/,0,1
9925,"""No member of the American public has ever been killed by commercial nuclear power — a record unmatched by other fuels.""",Lamar Alexander,/web/20180119175938/http://www.politifact.com/truth-o-meter/statements/2010/apr/22/lamar-alexander/facts-risks-nuclear-power-plants/,1,4
9934,"""We have constitutional amendment that says that there's a ban on drilling right off Florida's coast.""",Paula Dockery,/web/20180119175944/http://www.politifact.com/florida/statements/2010/apr/20/paula-dockery/state-sen-paula-dockery-says-state-constitution-ba/,0,2
9941,"""The bill reported out of committee sets up a $50 billion slush fund that, while intended for resolving failing firms, is available for virtually any purpose that the treasury secretary sees fit.""",Richard Shelby,/web/20180119175944/http://www.politifact.com/truth-o-meter/statements/2010/apr/16/richard-shelby/sen-richard-shelby-overlooks-safeguards-financial-/,0,1
9942,"""When you look at the nearly 150 men and women   who have served us on the Texas Supreme Court, more than half of them   had zero prior judicial experience.""",Rick Green,/web/20180119175944/http://www.politifact.com/texas/statements/2010/apr/16/rick-green/rick-green-says-more-half-past-justices-texas-supr/,0,1
9947,"""A filibuster has never really been successfully used against a Supreme Court justice.""",Jeffrey Toobin,/web/20180119175944/http://www.politifact.com/truth-o-meter/statements/2010/apr/14/jeffrey-toobin/toobin-says-supreme-court-nominee-has-never-been-f/,0,1
9949,"""Cell phone numbers go public this month.""",Ken Legler,/web/20180119175955/http://www.politifact.com/texas/statements/2010/apr/14/ken-legler/rep-ken-legler-said-cell-phone-numbers-will-be-rel/,0,1
9952,"""The video doesn't show the broader picture of the firing that was going on at American troops.""",Robert Gates,/web/20180119175955/http://www.politifact.com/truth-o-meter/statements/2010/apr/12/robert-gates/gates-said-leaked-military-video-shooting-iraq-doe/,1,1
9956,"""President Obama himself attempted to filibuster Justice Alito, who  now sits on the Supreme Court.""",Jon Kyl,/web/20180119175955/http://www.politifact.com/truth-o-meter/statements/2010/apr/11/jon-kyl/obama-criticized-supreme-court-filibuster-alito-ev/,1,3
9962,"""Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects.""",Holly  Turner,/web/20180119175955/http://www.politifact.com/texas/statements/2010/apr/07/holly-turner/turner-says-workman-gave-thousands-political-candi/,0,1
9963,"""Early census returns are showing that conservatives have been measurably less likely than liberals to return their census forms.""",Patrick McHenry,/web/20180119175955/http://www.politifact.com/truth-o-meter/statements/2010/apr/07/patrick-mchenry/rep-patrick-mchenry-claims-early-census-returns-ar/,0,3
9964,"""The most private question on this year’s form asks for an individual’s race, and that question has been asked by every census since the 1790 census conducted under then-President George Washington.""",Patrick McHenry,/web/20180119180000/http://www.politifact.com/truth-o-meter/statements/2010/apr/07/patrick-mchenry/rep-patrick-mchenry-claims-every-census-history-ha/,1,3
9966,"""This census is also the shortest and least intrusive count in modern history.""",Patrick McHenry,/web/20180119180000/http://www.politifact.com/truth-o-meter/statements/2010/apr/07/patrick-mchenry/rep-patrick-mchenry-claims-2010-census-shortest-mo/,1,3
9969,"""Teachers will not be able to return to work after raising their children.""",Paula Dockery,/web/20180119180000/http://www.politifact.com/florida/statements/2010/apr/06/paula-dockery/dockery-says-sb-6-would-not-allow-teachers-return-/,0,2
9971,"""An audit of the last census found that over 370,000  people living in  Texas were not counted, and our state lost an  estimated $1 billion in  federal funds as a result.""",Silvestre Reyes,/web/20180119180000/http://www.politifact.com/texas/statements/2010/apr/06/silvestre-reyes/rep-silvestre-reyes-says-census-audit-found-more-3/,0,1
9973,"""Snitker has been virtually ignored by the major media.""",Alexander Snitker,/web/20180119180000/http://www.politifact.com/florida/statements/2010/apr/05/alexander-snitker/libertarian-senate-candidate-claims-he-ignored-mai/,1,1
9978,"""Farouk is on fire.""",J. Xavier,/web/20180119180000/http://www.politifact.com/texas/statements/2010/apr/01/j-xavier/rapper-j-xavier-says-farouk-shami-fire/,1,1
9981,"""The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge.""",Lindsey Graham,/web/20180119180007/http://www.politifact.com/truth-o-meter/statements/2010/mar/30/lindsey-graham/new-bill-doesnt-alter-interest-rate/,0,4
9993,"""The American people will be appalled to learn the health care bill exempts (congressional) leadership and committee staff.""",Tom Coburn,/web/20180119180007/http://www.politifact.com/truth-o-meter/statements/2010/mar/26/tom-coburn/health-bill-appears-exempt-some-congressional-staf/,1,4
10001,"""War for the soul of the TxDems: 57% of  Dem incumbents for Tx House LOST their primary.""",Republican Party of Texas,/web/20180119180019/http://www.politifact.com/texas/statements/2010/mar/25/republican-party-texas/texas-gop-says-57-percent-texas-house-democrats-tu/,0,4
10004,"""There will be no public funding for abortion in this legislation.""",Bart Stupak,/web/20180119180019/http://www.politifact.com/truth-o-meter/statements/2010/mar/23/bart-stupak/stupak-says-there-no-federal-funding-abortion-sena/,1,2
10009,"""The Federal Reserve system has presided over about a 95... percent decline in the U.S. dollar.""",Barbara Cargill,/web/20180119180019/http://www.politifact.com/texas/statements/2010/mar/22/barbara-cargill/barbara-cargill-says-federal-reserve-presided-over/,0,1
10010,"""In Texas, schools do not even have to teach sex education.""",Pat Carlson,/web/20180119180022/http://www.politifact.com/texas/statements/2010/mar/20/pat-carlson/texas-eagle-forum-says-texas-schools-dont-have-tea/,1,1
10014,"""The Massachusetts Supreme Court...defined marriage as simply, quote, the establishment of intimacy ... I guess that would mean if you really had affection for your horse, I guess you could marry your horse.""",J.D. Hayworth,/web/20180119180022/http://www.politifact.com/truth-o-meter/statements/2010/mar/18/jd-hayworth/jd-hayworth-claims-massachusetts-ruling-opens-door/,0,2
10019,"""A government panel that didn't include cancer specialists says women shouldn't  receive mammograms until age 50...If government takes over health care,  recommendations like these could become the law for all kinds of diseases.""",Americans for Prosperity,/web/20180119180022/http://www.politifact.com/truth-o-meter/statements/2010/mar/16/americans-prosperity/ad-claims-if-health-reform-bill-passes-government-/,0,4
10021,"""The economy began its nose dive when Democrats took control of Congress in January 2007.""",Virginia Foxx,/web/20180119180023/http://www.politifact.com/truth-o-meter/statements/2010/mar/15/virginia-foxx/foxx-blames-recession-democratic-congressional-tak/,0,2
10022,"""House Speaker Nancy Pelosi said this  week that the Democrats have to pass their terrible health care bill so  that the American people can actually find out what's in it.""",Republican Party of Texas,/web/20180119180023/http://www.politifact.com/texas/statements/2010/mar/15/republican-party-texas/texas-gop-says-speaker-nancy-pelosi-said-people-wi/,1,4
10025,"""Bill White ... supports the ‘ObamaCare’ socialized medicine plan, as well as ‘Cap and Trade’ legislation that would kill thousands of Texas jobs.""",Cathie Adams,/web/20180119180023/http://www.politifact.com/texas/statements/2010/mar/14/cathie-adams/cathie-adams-who-chairs-texas-gop-says-bill-white-/,0,2
10027,"""Bill White spent his city billions of dollars into debt (and) saw crime rates soar while he backed gun control.""",Cathie Adams,/web/20180119180023/http://www.politifact.com/texas/statements/2010/mar/14/cathie-adams/cathie-adams-chair-texas-gop-says-bill-white-spent/,0,2
10031,"""Health insurance companies' costs are only 4 percent of all health care spending.""",America's Health Insurance Plans,/web/20180119180023/http://www.politifact.com/truth-o-meter/statements/2010/mar/12/americas-health-insurance-plans/health-insurers-get-small-percentage-overall-healt/,1,1
10032,"""We are the only industrialized nation that relies heavily on a for-profit medical insurance industry to provide basic health care.""",Dianne Feinstein,/web/20180119180023/http://www.politifact.com/truth-o-meter/statements/2010/mar/11/dianne-feinstein/feinstein-says-us-only-nation-rely-heavily-profit-/,1,4
10033,"""Individuals and small businesses will be hit by increases in health insurance premiums as high as 39 percent.""",Americans United for Change,/web/20180119180023/http://www.politifact.com/texas/statements/2010/mar/11/americans-united-change/americans-united-change-says-health-insurance-prem/,1,3
10038,"""If we just froze spending at 2007 levels ... by 2013 we would balance the budget ... and by 2020 we would cut the national debt in half.""",George LeMieux,/web/20180119180023/http://www.politifact.com/florida/statements/2010/mar/10/george-lemieux/lemieuxs-plan-would-eliminate-deficit/,1,4
10039,"""Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida.""",Jeff Kottkamp,/web/20180119180023/http://www.politifact.com/florida/statements/2010/mar/09/jeff-kottkamp/kottkamp-top-50-oxycodone-prescribers/,1,3
10041,"""Todd Staples recently tried to woo his supporters and right-wing base by suggesting the Agriculture Commission cut programs intended to feed the elderly and disabled, many of whom are veterans.""",Hank Gilbert,/web/20180119180029/http://www.politifact.com/texas/statements/2010/mar/08/hank-gilbert/democrat-hank-gilbert-says-agriculture-commissione/,0,1
10069,"""I left the city with $43 million in the bank.""",Maurice Ferre,/web/20180119180030/http://www.politifact.com/florida/statements/2010/mar/01/maurice-ferre/ferre-says-he-left-miami-43-million-bank/,0,1
10071,"""Her opponent: zero times a judge, zero rulings, zero experience on the bench.""",Jan Patterson,/web/20180119180030/http://www.politifact.com/texas/statements/2010/feb/27/jan-patterson/patterson-says-meachum-has-no-experience-judge/,1,1
10072,"""I'm glad for the wording of it (an ethics report on corporate-sponsored Congressional trips) because clearly the wording exonerates me.""",Charles Rangel,/web/20180119180030/http://www.politifact.com/truth-o-meter/statements/2010/feb/26/charles-rangel/rangel-sais-ethics-report-exonerates-him/,0,1
10080,"""As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses.""",Republican Governors Association,/web/20180119180041/http://www.politifact.com/florida/statements/2010/feb/24/republican-governors-association/republican-governors-association-blasts-sinks-reco/,1,4
10081,"""One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).""",Jon Kyl,/web/20180119180041/http://www.politifact.com/truth-o-meter/statements/2010/feb/23/jon-kyl/polls-show-public-dubious-current-health-care-prop/,1,3
10083,"""Holly Turner... still takes her homestead (property tax) exemption in Fort Worth.""",Paul Workman,/web/20180119180041/http://www.politifact.com/texas/statements/2010/feb/23/paul-workman/workman-says-turner-claims-her-homestead-exemption/,0,1
10085,"""Mayor White has major stake in Barnett Shale production company.""",Farouk Shami,/web/20180119180041/http://www.politifact.com/texas/statements/2010/feb/22/farouk-shami/shami-says-white-has-major-stake-barnett-shale-dri/,0,3
10089,"""The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.""",Kinky Friedman,/web/20180119180043/http://www.politifact.com/texas/statements/2010/feb/19/kinky-friedman/kinky-friedman-says-texas-agriculture-commissioner/,0,1
10092,"""My opponent... lost 43,000 jobs in Houston since he took over; we are losing jobs.""",Farouk Shami,/web/20180119180043/http://www.politifact.com/texas/statements/2010/feb/18/farouk-shami/shami-said-houston-lost-43000-jobs-while-white-was/,0,3
10099,"""We have killed lots of innocent people in the state of Texas.""",Farouk Shami,/web/20180119180043/http://www.politifact.com/texas/statements/2010/feb/13/farouk-shami/farouk-shami-says-state-texas-has-killed-lots-inno/,0,3
10112,"""The law is very clear! 'The monies recouped from the TARP shall be paid into the general fund of the treasury for the reduction of the public debt.'""",Judd Gregg,/web/20180119180045/http://www.politifact.com/truth-o-meter/statements/2010/feb/05/judd-gregg/gregg-claims-tarp-money-must-be-used-pay-down-defi/,1,1
10116,"""For the hour after the (Jan. 14) debate, 'Debra Medina' was the No. 1 search on Google and for the remainder of that night No. 3.""",Debra Medina,/web/20180119180047/http://www.politifact.com/texas/statements/2010/feb/05/debra-medina/debra-medina-says-her-name-was-no-1-search-night-f/,0,3
10121,"""Federal employees are making twice as much as their private counterparts.""",Scott Brown,/web/20180119180047/http://www.politifact.com/truth-o-meter/statements/2010/feb/03/scott-brown/politifact-debut-brown-says-federal-jobs-pay-twice/,0,3
10123,"""We passed without, frankly, the help of the Republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses.""",David Axelrod,/web/20180119180047/http://www.politifact.com/truth-o-meter/statements/2010/feb/02/david-axelrod/axelrod-claims-democrats-passed-25-tax-cuts-last-y/,1,4
10125,"""Bill White has presided over the construction of what may be the world's largest abortion clinic.""",Republican Party of Texas,/web/20180119180047/http://www.politifact.com/texas/statements/2010/jan/31/republican-party-texas/gop-says-white-allowed-gigantic-abortion-mill-be-b/,0,4
10126,"""What were the old annual deficits under Republicans have now become the monthly deficits under Democrats.""",Jeb Hensarling,/web/20180119180047/http://www.politifact.com/truth-o-meter/statements/2010/jan/29/jeb-hensarling/rep-hensarling-says-annual-deficits-under-republic/,0,2
10132,"""Inequality in Texas is steadily getting worse, with very few rich people, a great many poor people, and fewer and fewer in the middle.""",Ronnie Earle,/web/20180119180106/http://www.politifact.com/texas/statements/2010/jan/28/ronnie-earle/ronnie-earle-says-income-gap-steadily-widening-tex/,1,1
10145,"""Right now the Tea Party polls higher than the Republicans and the Democrats.""",Dick Armey,/web/20180119180106/http://www.politifact.com/truth-o-meter/statements/2010/jan/25/dick-armey/armey-says-tea-party-more-popular-democrats-republ/,0,2
10150,"""The Texas Department of Transportation... misplaced a billion dollars.""",Debra Medina,/web/20180119180108/http://www.politifact.com/texas/statements/2010/jan/22/debra-medina/medina-said-txdot-lost-1-billion/,1,3
10159,"""Most Texans aren't millionaires.""",Linda Chavez-Thompson,/web/20180119180108/http://www.politifact.com/texas/statements/2010/jan/19/linda-chavez-thompson/says-most-texans-arent-millionaires/,1,2
10175,"""The attorney general requires that rape victims pay for the rape kit.""",Barbara Ann Radnofsky,/web/20180119180128/http://www.politifact.com/texas/statements/2010/jan/12/barbara-ann-radnofsky/radnofsky-says-attorney-general-requires-rape-vict/,0,1
10180,"""Texas is LAST (50th) in spending for mental health care.""",Marc Katz,/web/20180119180132/http://www.politifact.com/texas/statements/2010/jan/12/marc-katz/marc-katz-says-texas-last-spending-mental-health-c/,1,1
10181,"""Why is January 8th an important date in American history? This day in 1835 is the only day in our history when we have not been in debt.""",George LeMieux,/web/20180119180132/http://www.politifact.com/truth-o-meter/statements/2010/jan/11/george-lemieux/fla-senator-says-jan-8-1835-only-day-us-has-been-d/,1,4
10183,"""I haven't missed a vote since 1993.""",Chuck Grassley,/web/20180119180132/http://www.politifact.com/truth-o-meter/statements/2010/jan/06/chuck-grassley/grassley-claims-he-hasnt-missed-vote-1993/,1,1
10185,"""Americans admire Glenn Beck more than they admire the pope.""",Dana Milbank,/web/20180119180132/http://www.politifact.com/truth-o-meter/statements/2010/jan/04/dana-milbank/milbank-says-americans-admire-glenn-beck-more-they/,0,1
10192,"""Today and every day, an estimated 14,000 Americans will lose their health insurance coverage.""",Tom Harkin,/web/20180119180132/http://www.politifact.com/truth-o-meter/statements/2009/dec/15/tom-harkin/harkin-repeats-claim-14000-people-lose-health-insu/,0,1
10197,"""I'm predicting (the Saints) will go not only undefeated, but all the way through the Super Bowl -- something that's never been done before.""",Bobby Jindal,/web/20180119180149/http://www.politifact.com/truth-o-meter/statements/2009/dec/08/bobby-jindal/gov-jindal-predicts-saints-will-be-first-go-undefe/,0,3
10201,"""We're going to have more troops (in Afghanistan) . . . than the Russians had.""",John Murtha,/web/20180119180149/http://www.politifact.com/truth-o-meter/statements/2009/dec/04/john-murtha/murtha-claims-us-will-have-more-troops-afghanistan/,0,1
10211,"""Although Democrats represent only 10 of Florida's 25 districts, their districts received 60 percent of the stimulus funds.""",Jeff Miller,/web/20180119180149/http://www.politifact.com/truth-o-meter/statements/2009/nov/24/jeff-miller/recovery-gov-assigns-statewide-education-jobs-one/,0,1
10235,"""President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.""",Planned Parenthood,/web/20180119180155/http://www.politifact.com/truth-o-meter/statements/2009/nov/10/planned-parenthood/planned-parenthood-says-obama-promised-put-reprodu/,1,1
10249,"""One-third of the health care dollar goes to no such thing as health care; it goes to the insurance companies.""",Patrick Kennedy,/web/20180119180213/http://www.politifact.com/truth-o-meter/statements/2009/oct/30/patrick-kennedy/insurance-companies-national-health-spending/,0,1
10254,"""For the last decade the climate has been cooling.""",Mary Matalin,/web/20180119180213/http://www.politifact.com/truth-o-meter/statements/2009/oct/27/mary-matalin/matalin-claims-earth-cooling/,0,1
10275,"""Baseball and insurance are the only industries exempt from antitrust laws.""",Americans United for Change,/web/20180119180216/http://www.politifact.com/truth-o-meter/statements/2009/oct/13/americans-united-change/liberal-group-says-health-care-baseball-are-only-i/,0,3
10283,"""Not only is there no scientific evidence that CO2 is a pollutant, higher CO2 concentrations actually help ecosystems support more plant and animal life.""",PlantsNeedCO2.org,/web/20180119180216/http://www.politifact.com/truth-o-meter/statements/2009/oct/07/plantsneedco2org/plantsneedco2org-claim-carbon-dioxide-not-pollutan/,0,1
