,Unnamed: 0,statement,source,link,veracity,freq,length,lemmas,general_pos_tags,specific_pos_tags,sd_tags
10,60,"""Breaking: Trump fires deputy attorney general Rod Rosenstein, raising questions over Mueller’s fate.""",HoustonChronicle-tv.com,/web/20180106054644/http://www.politifact.com/punditfact/statements/2017/dec/12/houstonchronicle-tvcom/no-trump-hasnt-fired-justice-departments-rod-rosen/,0,2,102,break trump fire deputy attorney general rod rosenstein raise question mueller fate,"[('""', 'PUNCT'), ('Breaking', 'VERB'), (':', 'PUNCT'), ('Trump', 'NOUN'), ('fires', 'VERB'), ('deputy', 'NOUN'), ('attorney', 'NOUN'), ('general', 'NOUN'), ('Rod', 'PROPN'), ('Rosenstein', 'PROPN'), (',', 'PUNCT'), ('raising', 'VERB'), ('questions', 'NOUN'), ('over', 'ADP'), ('Mueller', 'PROPN'), ('’s', 'PART'), ('fate', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Breaking', 'VBG'), (':', ':'), ('Trump', 'NN'), ('fires', 'VBZ'), ('deputy', 'NN'), ('attorney', 'NN'), ('general', 'NN'), ('Rod', 'NNP'), ('Rosenstein', 'NNP'), (',', ','), ('raising', 'VBG'), ('questions', 'NNS'), ('over', 'IN'), ('Mueller', 'NNP'), ('’s', 'POS'), ('fate', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Breaking', 'advcl'), (':', 'punct'), ('Trump', 'nsubj'), ('fires', 'ROOT'), ('deputy', 'compound'), ('attorney', 'compound'), ('general', 'compound'), ('Rod', 'compound'), ('Rosenstein', 'dobj'), (',', 'punct'), ('raising', 'advcl'), ('questions', 'dobj'), ('over', 'prep'), ('Mueller', 'poss'), ('’s', 'case'), ('fate', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
11,62,"""Facebook picks sides in Alabama Senate race ... shuts down Gateway Pundit and Breitbart reports on discredited Allred accuser""",The Gateway Pundit,/web/20180106054644/http://www.politifact.com/punditfact/statements/2017/dec/11/gateway-pundit/facebook-did-not-remove-gateway-pundit-report-afte/,0,3,127,facebook pick alabama senate race shut gateway pundit breitbart report discredit allred accuser,"[('""', 'PUNCT'), ('Facebook', 'PROPN'), ('picks', 'VERB'), ('sides', 'NOUN'), ('in', 'ADP'), ('Alabama', 'PROPN'), ('Senate', 'PROPN'), ('race', 'NOUN'), ('...', 'PUNCT'), ('shuts', 'VERB'), ('down', 'ADP'), ('Gateway', 'PROPN'), ('Pundit', 'PROPN'), ('and', 'CCONJ'), ('Breitbart', 'PROPN'), ('reports', 'NOUN'), ('on', 'ADP'), ('discredited', 'VERB'), ('Allred', 'ADJ'), ('accuser', 'NOUN'), ('""', 'PUNCT')]","[('""', '``'), ('Facebook', 'NNP'), ('picks', 'VBZ'), ('sides', 'NNS'), ('in', 'IN'), ('Alabama', 'NNP'), ('Senate', 'NNP'), ('race', 'NN'), ('...', ':'), ('shuts', 'VBZ'), ('down', 'RP'), ('Gateway', 'NNP'), ('Pundit', 'NNP'), ('and', 'CC'), ('Breitbart', 'NNP'), ('reports', 'NNS'), ('on', 'IN'), ('discredited', 'VBN'), ('Allred', 'JJ'), ('accuser', 'NN'), ('""', ""''"")]","[('""', 'punct'), ('Facebook', 'nsubj'), ('picks', 'ccomp'), ('sides', 'dobj'), ('in', 'prep'), ('Alabama', 'compound'), ('Senate', 'compound'), ('race', 'pobj'), ('...', 'punct'), ('shuts', 'ROOT'), ('down', 'prt'), ('Gateway', 'compound'), ('Pundit', 'nmod'), ('and', 'cc'), ('Breitbart', 'conj'), ('reports', 'dobj'), ('on', 'prep'), ('discredited', 'amod'), ('Allred', 'amod'), ('accuser', 'pobj'), ('""', 'punct')]"
12,66,"""Breaking: woman says she was offered big money by Washington Post to accuse Roy Moore of misconduct.""",Evening World,/web/20180106054644/http://www.politifact.com/punditfact/statements/2017/dec/11/evening-world/fake-news-about-washington-post-and-roy-moore-accu/,0,1,102,breaking woman offer big money washington post accuse roy moore misconduct,"[('""', 'PUNCT'), ('Breaking', 'NOUN'), (':', 'PUNCT'), ('woman', 'NOUN'), ('says', 'VERB'), ('she', 'PRON'), ('was', 'AUX'), ('offered', 'VERB'), ('big', 'ADJ'), ('money', 'NOUN'), ('by', 'ADP'), ('Washington', 'PROPN'), ('Post', 'PROPN'), ('to', 'PART'), ('accuse', 'VERB'), ('Roy', 'PROPN'), ('Moore', 'PROPN'), ('of', 'ADP'), ('misconduct', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Breaking', 'NN'), (':', ':'), ('woman', 'NN'), ('says', 'VBZ'), ('she', 'PRP'), ('was', 'VBD'), ('offered', 'VBN'), ('big', 'JJ'), ('money', 'NN'), ('by', 'IN'), ('Washington', 'NNP'), ('Post', 'NNP'), ('to', 'TO'), ('accuse', 'VB'), ('Roy', 'NNP'), ('Moore', 'NNP'), ('of', 'IN'), ('misconduct', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Breaking', 'advcl'), (':', 'punct'), ('woman', 'nsubj'), ('says', 'ROOT'), ('she', 'nsubjpass'), ('was', 'auxpass'), ('offered', 'ccomp'), ('big', 'amod'), ('money', 'dobj'), ('by', 'agent'), ('Washington', 'compound'), ('Post', 'pobj'), ('to', 'aux'), ('accuse', 'advcl'), ('Roy', 'compound'), ('Moore', 'dobj'), ('of', 'prep'), ('misconduct', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
13,68,"""I released way more (tax) information than Bruce Rauner has.""",JB Pritzker,/web/20180106054644/http://www.politifact.com/illinois/statements/2017/dec/11/jb-pritzker/no-jb-pritzker-did-not-release-more-tax-informatio/,0,2,62,i release way tax information bruce rauner,"[('""', 'PUNCT'), ('I', 'PRON'), ('released', 'VERB'), ('way', 'NOUN'), ('more', 'ADJ'), ('(', 'PUNCT'), ('tax', 'NOUN'), (')', 'PUNCT'), ('information', 'NOUN'), ('than', 'SCONJ'), ('Bruce', 'PROPN'), ('Rauner', 'PROPN'), ('has', 'VERB'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('I', 'PRP'), ('released', 'VBD'), ('way', 'NN'), ('more', 'JJR'), ('(', '-LRB-'), ('tax', 'NN'), (')', '-RRB-'), ('information', 'NN'), ('than', 'IN'), ('Bruce', 'NNP'), ('Rauner', 'NNP'), ('has', 'VBZ'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('I', 'nsubj'), ('released', 'ROOT'), ('way', 'advmod'), ('more', 'amod'), ('(', 'punct'), ('tax', 'nmod'), (')', 'punct'), ('information', 'dobj'), ('than', 'mark'), ('Bruce', 'compound'), ('Rauner', 'nsubj'), ('has', 'advcl'), ('.', 'punct'), ('""', 'punct')]"
14,69,"""The FBI has become America's secret police …  like the old KGB.""",Gregg Jarrett,/web/20180106054644/http://www.politifact.com/punditfact/statements/2017/dec/08/gregg-jarrett/has-fbi-become-americas-secret-police/,0,1,65,fbi america secret police like old kgb,"[('""', 'PUNCT'), ('The', 'DET'), ('FBI', 'PROPN'), ('has', 'AUX'), ('become', 'VERB'), ('America', 'PROPN'), (""'s"", 'PART'), ('secret', 'ADJ'), ('police', 'NOUN'), ('\xa0', 'SPACE'), ('…', 'PUNCT'), ('\xa0', 'SPACE'), ('like', 'ADP'), ('the', 'DET'), ('old', 'ADJ'), ('KGB', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('The', 'DT'), ('FBI', 'NNP'), ('has', 'VBZ'), ('become', 'VBN'), ('America', 'NNP'), (""'s"", 'POS'), ('secret', 'JJ'), ('police', 'NN'), ('\xa0', '_SP'), ('…', ':'), ('\xa0', '_SP'), ('like', 'IN'), ('the', 'DT'), ('old', 'JJ'), ('KGB', 'NNP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('The', 'det'), ('FBI', 'nsubj'), ('has', 'aux'), ('become', 'ROOT'), ('America', 'poss'), (""'s"", 'case'), ('secret', 'amod'), ('police', 'attr'), ('\xa0', 'dep'), ('…', 'punct'), ('\xa0', 'dep'), ('like', 'prep'), ('the', 'det'), ('old', 'amod'), ('KGB', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
15,70,"""Earlier this year, Hurricane Harvey left more than 12 million people in Texas and Louisiana without homes.""",Ryan Sitton,/web/20180106054644/http://www.politifact.com/texas/statements/2017/dec/08/ryan-sitton/ryan-sitton-errantly-says-12-million-people-left-w/,0,1,108,early year hurricane harvey leave million people texas louisiana home,"[('""', 'PUNCT'), ('Earlier', 'ADV'), ('this', 'DET'), ('year', 'NOUN'), (',', 'PUNCT'), ('Hurricane', 'PROPN'), ('Harvey', 'PROPN'), ('left', 'VERB'), ('more', 'ADJ'), ('than', 'ADP'), ('12', 'NUM'), ('million', 'NUM'), ('people', 'NOUN'), ('in', 'ADP'), ('Texas', 'PROPN'), ('and', 'CCONJ'), ('Louisiana', 'PROPN'), ('without', 'ADP'), ('homes', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Earlier', 'RBR'), ('this', 'DT'), ('year', 'NN'), (',', ','), ('Hurricane', 'NNP'), ('Harvey', 'NNP'), ('left', 'VBD'), ('more', 'JJR'), ('than', 'IN'), ('12', 'CD'), ('million', 'CD'), ('people', 'NNS'), ('in', 'IN'), ('Texas', 'NNP'), ('and', 'CC'), ('Louisiana', 'NNP'), ('without', 'IN'), ('homes', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Earlier', 'advmod'), ('this', 'det'), ('year', 'npadvmod'), (',', 'punct'), ('Hurricane', 'compound'), ('Harvey', 'nsubj'), ('left', 'ROOT'), ('more', 'amod'), ('than', 'quantmod'), ('12', 'compound'), ('million', 'nummod'), ('people', 'dobj'), ('in', 'prep'), ('Texas', 'pobj'), ('and', 'cc'), ('Louisiana', 'conj'), ('without', 'prep'), ('homes', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
16,75,"""Under Emanuel, CPS has become the most understaffed school district in Illinois.""",Troy LaRaviere,/web/20180715231626/http://www.politifact.com/illinois/statements/2018/jun/21/troy-laraviere/cps-most-understaffed-district-illinois/,1,2,82,emanuel cps understaffed school district illinois,"[('""', 'PUNCT'), ('Under', 'ADP'), ('Emanuel', 'PROPN'), (',', 'PUNCT'), ('CPS', 'PROPN'), ('has', 'AUX'), ('become', 'VERB'), ('the', 'DET'), ('most', 'ADV'), ('understaffed', 'ADJ'), ('school', 'NOUN'), ('district', 'NOUN'), ('in', 'ADP'), ('Illinois', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Under', 'IN'), ('Emanuel', 'NNP'), (',', ','), ('CPS', 'NNP'), ('has', 'VBZ'), ('become', 'VBN'), ('the', 'DT'), ('most', 'RBS'), ('understaffed', 'JJ'), ('school', 'NN'), ('district', 'NN'), ('in', 'IN'), ('Illinois', 'NNP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Under', 'prep'), ('Emanuel', 'pobj'), (',', 'punct'), ('CPS', 'nsubj'), ('has', 'aux'), ('become', 'ROOT'), ('the', 'det'), ('most', 'advmod'), ('understaffed', 'amod'), ('school', 'compound'), ('district', 'attr'), ('in', 'prep'), ('Illinois', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
17,79,"""I have always condemned … any of these white supremacists or bigots or anything like that.""",Corey  Stewart,/web/20180715231626/http://www.politifact.com/truth-o-meter/statements/2018/jun/20/corey-stewart/corey-stewarts-history-far-right-explained/,0,3,92,i condemn white supremacist bigot like,"[('""', 'PUNCT'), ('I', 'PRON'), ('have', 'AUX'), ('always', 'ADV'), ('condemned', 'VERB'), ('…', 'PUNCT'), ('any', 'PRON'), ('of', 'ADP'), ('these', 'DET'), ('white', 'ADJ'), ('supremacists', 'NOUN'), ('or', 'CCONJ'), ('bigots', 'NOUN'), ('or', 'CCONJ'), ('anything', 'PRON'), ('like', 'ADP'), ('that', 'PRON'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('I', 'PRP'), ('have', 'VBP'), ('always', 'RB'), ('condemned', 'VBN'), ('…', 'NFP'), ('any', 'DT'), ('of', 'IN'), ('these', 'DT'), ('white', 'JJ'), ('supremacists', 'NNS'), ('or', 'CC'), ('bigots', 'NNS'), ('or', 'CC'), ('anything', 'NN'), ('like', 'IN'), ('that', 'DT'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('I', 'nsubj'), ('have', 'aux'), ('always', 'advmod'), ('condemned', 'ROOT'), ('…', 'punct'), ('any', 'dobj'), ('of', 'prep'), ('these', 'det'), ('white', 'amod'), ('supremacists', 'pobj'), ('or', 'cc'), ('bigots', 'conj'), ('or', 'cc'), ('anything', 'conj'), ('like', 'prep'), ('that', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
18,84,"""Senate report admits Clinton ‘gifted’ children to human traffickers""",YourNewsWire.com,/web/20180715231626/http://www.politifact.com/punditfact/statements/2018/jun/18/yournewswirecom/false-headline-wrongly-links-hillary-clinton-forme/,0,4,69,senate report admit clinton gifted child human trafficker,"[('""', 'PUNCT'), ('Senate', 'PROPN'), ('report', 'NOUN'), ('admits', 'VERB'), ('Clinton', 'PROPN'), ('‘', 'PUNCT'), ('gifted', 'ADJ'), ('’', 'PUNCT'), ('children', 'NOUN'), ('to', 'ADP'), ('human', 'ADJ'), ('traffickers', 'NOUN'), ('""', 'PUNCT')]","[('""', '``'), ('Senate', 'NNP'), ('report', 'NN'), ('admits', 'VBZ'), ('Clinton', 'NNP'), ('‘', '``'), ('gifted', 'JJ'), ('’', ""''""), ('children', 'NNS'), ('to', 'IN'), ('human', 'JJ'), ('traffickers', 'NNS'), ('""', ""''"")]","[('""', 'punct'), ('Senate', 'compound'), ('report', 'nsubj'), ('admits', 'ROOT'), ('Clinton', 'nmod'), ('‘', 'punct'), ('gifted', 'amod'), ('’', 'punct'), ('children', 'nsubj'), ('to', 'prep'), ('human', 'amod'), ('traffickers', 'pobj'), ('""', 'punct')]"
19,85,"""Trump approval rating better than Obama and Reagan at same point in their presidencies.""",The Gateway Pundit,/web/20180715231626/http://www.politifact.com/punditfact/statements/2018/jun/18/gateway-pundit/headline-says-trump-tied-obama-same-point-presiden/,1,3,89,trump approval rating obama reagan point presidency,"[('""', 'PUNCT'), ('Trump', 'ADJ'), ('approval', 'NOUN'), ('rating', 'NOUN'), ('better', 'ADV'), ('than', 'ADP'), ('Obama', 'PROPN'), ('and', 'CCONJ'), ('Reagan', 'PROPN'), ('at', 'ADP'), ('same', 'ADJ'), ('point', 'NOUN'), ('in', 'ADP'), ('their', 'PRON'), ('presidencies', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Trump', 'JJ'), ('approval', 'NN'), ('rating', 'NN'), ('better', 'RBR'), ('than', 'IN'), ('Obama', 'NNP'), ('and', 'CC'), ('Reagan', 'NNP'), ('at', 'IN'), ('same', 'JJ'), ('point', 'NN'), ('in', 'IN'), ('their', 'PRP$'), ('presidencies', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Trump', 'amod'), ('approval', 'compound'), ('rating', 'ROOT'), ('better', 'amod'), ('than', 'prep'), ('Obama', 'pobj'), ('and', 'cc'), ('Reagan', 'conj'), ('at', 'prep'), ('same', 'amod'), ('point', 'pobj'), ('in', 'prep'), ('their', 'poss'), ('presidencies', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
20,87,"""Of all the 62 counties in New York state, all of them, unemployment is going up except for the five counties of New York City.""",Edward Cox,/web/20180213195651/http://www.politifact.com/new-york/statements/2018/jan/17/edward-cox/unemployment-inching-almost-every-county-outside-n/,1,2,128,county new york state unemployment county new york city,"[('""', 'PUNCT'), ('Of', 'ADP'), ('all', 'DET'), ('the', 'DET'), ('62', 'NUM'), ('counties', 'NOUN'), ('in', 'ADP'), ('New', 'PROPN'), ('York', 'PROPN'), ('state', 'NOUN'), (',', 'PUNCT'), ('all', 'PRON'), ('of', 'ADP'), ('them', 'PRON'), (',', 'PUNCT'), ('unemployment', 'NOUN'), ('is', 'AUX'), ('going', 'VERB'), ('up', 'ADP'), ('except', 'SCONJ'), ('for', 'ADP'), ('the', 'DET'), ('five', 'NUM'), ('counties', 'NOUN'), ('of', 'ADP'), ('New', 'PROPN'), ('York', 'PROPN'), ('City', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Of', 'IN'), ('all', 'PDT'), ('the', 'DT'), ('62', 'CD'), ('counties', 'NNS'), ('in', 'IN'), ('New', 'NNP'), ('York', 'NNP'), ('state', 'NN'), (',', ','), ('all', 'DT'), ('of', 'IN'), ('them', 'PRP'), (',', ','), ('unemployment', 'NN'), ('is', 'VBZ'), ('going', 'VBG'), ('up', 'RP'), ('except', 'IN'), ('for', 'IN'), ('the', 'DT'), ('five', 'CD'), ('counties', 'NNS'), ('of', 'IN'), ('New', 'NNP'), ('York', 'NNP'), ('City', 'NNP'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Of', 'prep'), ('all', 'predet'), ('the', 'det'), ('62', 'nummod'), ('counties', 'pobj'), ('in', 'prep'), ('New', 'compound'), ('York', 'compound'), ('state', 'pobj'), (',', 'punct'), ('all', 'nsubj'), ('of', 'prep'), ('them', 'pobj'), (',', 'punct'), ('unemployment', 'nsubj'), ('is', 'aux'), ('going', 'ROOT'), ('up', 'prt'), ('except', 'prep'), ('for', 'prep'), ('the', 'det'), ('five', 'nummod'), ('counties', 'pobj'), ('of', 'prep'), ('New', 'compound'), ('York', 'compound'), ('City', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
21,88,"""The graduation rate in New York City has increased by 50 percent in 13 years""",Bill de Blasio,/web/20180213195651/http://www.politifact.com/new-york/statements/2018/jan/17/bill-de-blasio/how-much-has-graduation-rate-increased-nyc-start-m/,1,1,78,graduation rate new york city increase percent year,"[('""', 'PUNCT'), ('The', 'DET'), ('graduation', 'NOUN'), ('rate', 'NOUN'), ('in', 'ADP'), ('New', 'PROPN'), ('York', 'PROPN'), ('City', 'PROPN'), ('has', 'AUX'), ('increased', 'VERB'), ('by', 'ADP'), ('50', 'NUM'), ('percent', 'NOUN'), ('in', 'ADP'), ('13', 'NUM'), ('years', 'NOUN'), ('""', 'PUNCT')]","[('""', '``'), ('The', 'DT'), ('graduation', 'NN'), ('rate', 'NN'), ('in', 'IN'), ('New', 'NNP'), ('York', 'NNP'), ('City', 'NNP'), ('has', 'VBZ'), ('increased', 'VBN'), ('by', 'IN'), ('50', 'CD'), ('percent', 'NN'), ('in', 'IN'), ('13', 'CD'), ('years', 'NNS'), ('""', ""''"")]","[('""', 'punct'), ('The', 'det'), ('graduation', 'compound'), ('rate', 'nsubj'), ('in', 'prep'), ('New', 'compound'), ('York', 'compound'), ('City', 'pobj'), ('has', 'aux'), ('increased', 'ROOT'), ('by', 'prep'), ('50', 'nummod'), ('percent', 'pobj'), ('in', 'prep'), ('13', 'nummod'), ('years', 'pobj'), ('""', 'punct')]"
22,89,"""First indictment issued in Russian bribery case tied to Obama-era Uranium One deal.""",Republican News,/web/20180213195651/http://www.politifact.com/punditfact/statements/2018/jan/17/republican-news/no-uranium-one-investigation-has-not-led-indictmen/,0,1,85,indictment issue russian bribery case tie obama era uranium deal,"[('""', 'PUNCT'), ('First', 'ADJ'), ('indictment', 'NOUN'), ('issued', 'VERB'), ('in', 'ADP'), ('Russian', 'ADJ'), ('bribery', 'NOUN'), ('case', 'NOUN'), ('tied', 'VERB'), ('to', 'ADP'), ('Obama', 'PROPN'), ('-', 'PUNCT'), ('era', 'NOUN'), ('Uranium', 'PROPN'), ('One', 'NUM'), ('deal', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('First', 'JJ'), ('indictment', 'NN'), ('issued', 'VBN'), ('in', 'IN'), ('Russian', 'JJ'), ('bribery', 'NN'), ('case', 'NN'), ('tied', 'VBN'), ('to', 'IN'), ('Obama', 'NNP'), ('-', 'HYPH'), ('era', 'NN'), ('Uranium', 'NNP'), ('One', 'CD'), ('deal', 'NN'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('First', 'amod'), ('indictment', 'ROOT'), ('issued', 'acl'), ('in', 'prep'), ('Russian', 'amod'), ('bribery', 'compound'), ('case', 'pobj'), ('tied', 'acl'), ('to', 'prep'), ('Obama', 'compound'), ('-', 'punct'), ('era', 'compound'), ('Uranium', 'compound'), ('One', 'nummod'), ('deal', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
23,91,"""Oprah tells Fox News host ‘all white people have to die.’""",AmericanNews.com,/web/20180213195651/http://www.politifact.com/punditfact/statements/2018/jan/16/americannewscom/oprahs-comments-about-race-2013-bbc-interview-dist/,0,4,59,oprah tell fox news host white people die,"[('""', 'PUNCT'), ('Oprah', 'PROPN'), ('tells', 'VERB'), ('Fox', 'PROPN'), ('News', 'PROPN'), ('host', 'NOUN'), ('‘', 'PUNCT'), ('all', 'DET'), ('white', 'ADJ'), ('people', 'NOUN'), ('have', 'VERB'), ('to', 'PART'), ('die', 'VERB'), ('.', 'PUNCT'), ('’', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Oprah', 'NNP'), ('tells', 'VBZ'), ('Fox', 'NNP'), ('News', 'NNP'), ('host', 'NN'), ('‘', '``'), ('all', 'DT'), ('white', 'JJ'), ('people', 'NNS'), ('have', 'VBP'), ('to', 'TO'), ('die', 'VB'), ('.', '.'), ('’', ""''""), ('""', ""''"")]","[('""', 'punct'), ('Oprah', 'nsubj'), ('tells', 'ROOT'), ('Fox', 'compound'), ('News', 'compound'), ('host', 'dobj'), ('‘', 'punct'), ('all', 'det'), ('white', 'amod'), ('people', 'nsubj'), ('have', 'ccomp'), ('to', 'aux'), ('die', 'xcomp'), ('.', 'punct'), ('’', 'punct'), ('""', 'punct')]"
24,92,"""Almost half of all vehicles stolen in Texas each year had keys left inside.""",Robert Chody,/web/20180213195651/http://www.politifact.com/texas/statements/2018/jan/12/robert-chody/nearly-half-texas-vehicle-thefts-keys-left-inside-/,0,1,77,half vehicle steal texas year key leave inside,"[('""', 'PUNCT'), ('Almost', 'ADV'), ('half', 'NOUN'), ('of', 'ADP'), ('all', 'DET'), ('vehicles', 'NOUN'), ('stolen', 'VERB'), ('in', 'ADP'), ('Texas', 'PROPN'), ('each', 'DET'), ('year', 'NOUN'), ('had', 'VERB'), ('keys', 'NOUN'), ('left', 'VERB'), ('inside', 'ADV'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Almost', 'RB'), ('half', 'NN'), ('of', 'IN'), ('all', 'DT'), ('vehicles', 'NNS'), ('stolen', 'VBN'), ('in', 'IN'), ('Texas', 'NNP'), ('each', 'DT'), ('year', 'NN'), ('had', 'VBD'), ('keys', 'NNS'), ('left', 'VBN'), ('inside', 'RB'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Almost', 'advmod'), ('half', 'nsubj'), ('of', 'prep'), ('all', 'det'), ('vehicles', 'pobj'), ('stolen', 'acl'), ('in', 'prep'), ('Texas', 'pobj'), ('each', 'det'), ('year', 'npadvmod'), ('had', 'ROOT'), ('keys', 'dobj'), ('left', 'acl'), ('inside', 'advmod'), ('.', 'punct'), ('""', 'punct')]"
25,94,"""Atlanta is on its strongest financial footing in 40 years.""",Keisha Lance Bottoms,/web/20180213195651/http://www.politifact.com/georgia/statements/2018/jan/12/keisha-lance-bottoms/atlantas-finances-best-40-years/,1,1,60,atlanta strong financial footing year,"[('""', 'PUNCT'), ('Atlanta', 'PROPN'), ('is', 'AUX'), ('on', 'ADP'), ('its', 'PRON'), ('strongest', 'ADJ'), ('financial', 'ADJ'), ('footing', 'NOUN'), ('in', 'ADP'), ('40', 'NUM'), ('years', 'NOUN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('Atlanta', 'NNP'), ('is', 'VBZ'), ('on', 'IN'), ('its', 'PRP$'), ('strongest', 'JJS'), ('financial', 'JJ'), ('footing', 'NN'), ('in', 'IN'), ('40', 'CD'), ('years', 'NNS'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('Atlanta', 'nsubj'), ('is', 'ROOT'), ('on', 'prep'), ('its', 'poss'), ('strongest', 'amod'), ('financial', 'amod'), ('footing', 'pobj'), ('in', 'prep'), ('40', 'nummod'), ('years', 'pobj'), ('.', 'punct'), ('""', 'punct')]"
26,97,"""A ‘gerrymander’ is by definition and common understanding, a strange looking ‘monster’ drawing. This map is clearly not that.""",Robin Hayes,/web/20180213195651/http://www.politifact.com/north-carolina/statements/2018/jan/10/robin-hayes/nc-gop-gerrymander-strange-looking-monster-drawing/,0,1,127,gerrymander definition common understanding strange look monster drawing map clearly,"[('""', 'PUNCT'), ('A', 'DET'), ('‘', 'PUNCT'), ('gerrymander', 'NOUN'), ('’', 'PUNCT'), ('is', 'AUX'), ('by', 'ADP'), ('definition', 'NOUN'), ('and', 'CCONJ'), ('common', 'ADJ'), ('understanding', 'NOUN'), (',', 'PUNCT'), ('a', 'DET'), ('strange', 'ADJ'), ('looking', 'VERB'), ('‘', 'PUNCT'), ('monster', 'NOUN'), ('’', 'PUNCT'), ('drawing', 'NOUN'), ('.', 'PUNCT'), ('This', 'DET'), ('map', 'NOUN'), ('is', 'AUX'), ('clearly', 'ADV'), ('not', 'PART'), ('that', 'PRON'), ('.', 'PUNCT'), ('""', 'PUNCT')]","[('""', '``'), ('A', 'DT'), ('‘', '``'), ('gerrymander', 'NN'), ('’', ""''""), ('is', 'VBZ'), ('by', 'IN'), ('definition', 'NN'), ('and', 'CC'), ('common', 'JJ'), ('understanding', 'NN'), (',', ','), ('a', 'DT'), ('strange', 'JJ'), ('looking', 'VBG'), ('‘', '``'), ('monster', 'NN'), ('’', ""''""), ('drawing', 'NN'), ('.', '.'), ('This', 'DT'), ('map', 'NN'), ('is', 'VBZ'), ('clearly', 'RB'), ('not', 'RB'), ('that', 'DT'), ('.', '.'), ('""', ""''"")]","[('""', 'punct'), ('A', 'det'), ('‘', 'punct'), ('gerrymander', 'nsubj'), ('’', 'punct'), ('is', 'ROOT'), ('by', 'prep'), ('definition', 'pobj'), ('and', 'cc'), ('common', 'amod'), ('understanding', 'conj'), (',', 'punct'), ('a', 'det'), ('strange', 'amod'), ('looking', 'amod'), ('‘', 'punct'), ('monster', 'nmod'), ('’', 'punct'), ('drawing', 'conj'), ('.', 'punct'), ('This', 'det'), ('map', 'nsubj'), ('is', 'ROOT'), ('clearly', 'advmod'), ('not', 'neg'), ('that', 'attr'), ('.', 'punct'), ('""', 'punct')]"
